username,tweet,retweets,likes
murraymaker,Hartford & Boston win Run of Engagement Tickets for A Star is Born  https://thenerdstemplar.com/2018/10/10/hartford-boston-win-run-of-engagement-tickets-for-a-star-is-born/ … #FreeMovie #BradleyCooper @ladygaga #AStarisBorn #Fandango,1,6
k8ehawkes,"Me, listening to the #AStarIsBorn soundtrack on repeat  pic.twitter.com/EFCwWLyE8M",1,4
withyououoou,#AStarIsBorn was so good. I couldn’t help and see many similarities with #Glitter. pic.twitter.com/0pNNaEe41K,1,8
debie_lynne,Was never a big fan of @ladygaga until last night. Went to see #AStarIsBorn and OMG! Magnificent movie! The music!!! And the dog!!! And @iBradlycooper ! Go see this movie 🎥🍿,1,2
einahodran,Can someone pleeaase say to Bradley Cooper how much I love the movie and that he totally shaked me up with his acting ? Tell him I'm ready to go to his show too! 💖 #AStarIsBorn,1,2
ralph_reloaded,I NEED this full performance 😭 it’s wayyy too good to not be a real single #AStarIsBorn #WhyDidYouDoThat https://twitter.com/igottuttifrutti/status/1048628861192364032 …,1,1
movietvtechgeek,Latest:  ‘#AStarIsBorn’ and ‘#BohemianRhapsody’ Won’t Compete as Musicals at the #GoldenGlobes  http://dlvr.it/Qmwcrg  pic.twitter.com/oyvuAgs86J,1,1
russelllrazalan,OMG! 🤭😍 #AStarIsBorn Mother Monster is back! I will always and ever will be a #LittleMonster ⚡️ https://twitter.com/ladygaga/status/1050056493658062848 …,1,4
ivanyatesnt,LISTEN BACK to John and @IllSueYa reviewing the week's movie and tv releases including #AStarIsBorn and #FindingJoy https://www.newstalk.com/podcasts/The_Hard_Shoulder/Highlights_from_The_Hard_Shoulder/236838/How_many_stars_for_A_Star_is_Born …,1,1
viceenespanol,"Decisiones, decisiones... #AStarIsBorn 🎆",1,0
sharksqueen,Here we go again.. #AStarIsBorn  pic.twitter.com/YsHgu35i90,1,10
abdullasf_,@ladygaga TODAY IS FINALLY THE DAY A STAR IS BORN  10October18 2 Years of waiting  #AStarIsBorn @LadyGaga,1,1
mariaprince0911,"We cried, we laughed and then cried some more ❤️ Oscar worthy for sure!! The soundtrack is fantastic! 👍🏽 All of the music in this movie is live. #LadyGaga #BradlyCooper #AStarIsBorn  pic.twitter.com/IkFQK2bPf1",1,4
fangirlish,"From the acting to the music to the story, we loved everything about #AStarIsBorn.  http://bit.ly/2QHzoma  pic.twitter.com/qpgZ5XVJRJ",1,2
irobotyoujane,this is my friend @willam. he’s the hardest working person i know. go see him in #AStarisBorn rn. he and the movie are phenomenal and i’ll never stop crying. #EMERALD @ladygaga @ Warner…  https://www.instagram.com/p/BowtDq6AGC7/?utm_source=ig_twitter_share&igshid=1frfzrfq8xcw9 …,1,16
adambennesher,@ladygaga On the cover of the “Women In Hollywood” issue of #ElleMagazine 💖 | She looks so gorgeous 😍 | #LadyGaga #LittleMonsters #WomenInHollywood #AStarIsBorn #OscarForGaga #ElleUSA 🌟 pic.twitter.com/kJPEBzPhZZ,1,3
perlevy,@Regran_ed from @ladygaga  -  The #LookWhatIFound music video from #AStarIsBorn is out 🎶  - #regrann  https://www.instagram.com/p/BowrNqtBqQRYIYDYV2FkZ3Qf62-1pGnfTK7D9c0/?utm_source=ig_twitter_share&igshid=1pzaoj8rh7wuk …,1,0
themoviechaser,@ladygaga @trinomatweets Watched #TheWife @ Trinoma @TrinomaTweets & Watched #AStarIsBorn @ UP Mall @UP_TownCenter   Between Lady Gaga & Glenn Close for Best Actress By a very slight lead I personally prefer @LadyGaga to win #Oscars2019 But I think @TheAcademy would prefer @TheGlennClose to win #Oscars pic.twitter.com/fPGW0X5Z9h,1,2
reelreviews00, https://www.youtube.com/watch?v=VirWIVfIWd8&feature=youtu.be … Easily one of the best movies of the year...that is all. #AStarIsBornMovie #AStarIsBorn #AStarIsBornSoundtrack #LadyGaga @ladygaga @WarnerBrosEnt,1,2
livenationuk,We. Can't. Stop. Listening ⭐️  Tune in to the incredible #AStarIsBorn official soundtrack here:  https://AStarIsBorn.lnk.to/SoundtrackLN  pic.twitter.com/a9Ebzr0UDI,1,3
anjaa_anjaaa,#AStarIsBorn round two on Friday with @toomuchflicker! 🤩,1,1
danyelabanana,"“A Star is Born” is fucking beautiful it deserves all the love and tears puta color, shots, storyline, and songs!!! Everything was so beautiful. 😢 #AStarIsBorn",1,2
reelenthusiast,"Bradley Cooper's #AStarIsBorn is said to be this year's 'awards sweeper', but is it truly deserving of all those gold trophies? I weigh in on the subject with my review!  A Star is Born - Film Review  https://thereelenthusiast.wordpress.com/2018/10/10/a-star-is-born-film-review/ … via @wordpressdotcom",1,1
abbeypeterson45,"#AStarIsBorn literally had me bawling in my car the whole way home. Such a good movie, but hit so close to home.",1,2
hotchka,"#Venom broke another record Monday (Columbus Day in the US and Thanksgiving in Canada) earning $9.6 million, beating #Gravity's previous record of $6.2 million. The 4-day total is just shy of $90 million. #AStarIsBorn is also strong with $51 million.  pic.twitter.com/jKUeKoQrCW",1,2
joriestory,"I was worried about this...   there was a moment I was listening to the soundtrack via #Spotify and I felt there was something etching into sight from the tracks - something I knew I might need to reconsider NOT seeing #AStarIsBorn and now, blessedly that has been confirmed!  https://twitter.com/mackenzierbush/status/1048659265337081856 …",1,0
polanetta,SHALLOW shall win the Golden Globe and OSCAR for Best Original Song in 2019. And I‘d like to see Lady Gaga and Bradley Cooper perform it together at the Academy Awards ❤️. #AStarIsBorn  pic.twitter.com/eyLKzMm6v7,1,8
rovirawwks,"After a year of waiting, it's finally here. A movie for all ages that is worth watching for.   Congratulations, Lady Gaga and Bradley Cooper for this wonderful movie. 🎥 @Deocarezaalvin #AStarIsBorn  pic.twitter.com/P5jZIKSAHR",1,6
thedailykaily,Always Remember Us This Way is gonna be on repeat until further notice. #AStarIsBorn,1,2
godfatherharlem,#AStarIsBorn’s Rafi Gavron will be a series regular opposite Forest Whitaker and @vincentdonofrio in #GodfatherOfHarlem. pic.twitter.com/M3pxnVc4Oh,1,4
basicerick,I cried. I have to wait for the credits to finish before I can get up and lose the red eyes. Ehheeee. #AStarIsBorn 💔  pic.twitter.com/u5ygrAUPuX,1,2
robertastewart,@mjpinmd @tdawn414 @mamatreelee Thanks theresa . Im at cinema to see #astarisborn,1,1
kokeshixdoll,"I know everyone is raving about Lady Gaga (she was BRILLIANT) in #AStarIsBorn, but Bradley Cooper was absolutely stunning in his role. His acting was truly amazing and really touched my heart!",1,3
gioseesm,Just when I thought I couldn't Possibly LOVE Gaga any more #AStarIsBorn.  Two Paws Way Up!  https://twitter.com/ladygaga/status/1050056493658062848 …,1,0
banesseee,I've only seen Judy Garland's #AStarIsBorn.  pic.twitter.com/ywqLuC5Bdz,1,0
arshiwithonea,God is a woman and her name is Lady Gaga. #AStarIsBorn  pic.twitter.com/OTkHrqtDLe,1,7
kenziechance,It’s been nearly 12 hours since I saw #AStarIsBorn and I’m still so in awe of just how powerful the story along with the performances by #BradleyCooper and #LadyGaga were.... It’s just so beautifully tragic in the best way. I need to see this phenomenal film again now....,1,6
mbdubs_,Lady Gaga is fucking perfect in #AStarIsBorn. Each time she sung it moved me to tears. Catch me forever listening to this soundtrack on repeat.,1,4
lucyhorobin,IMPORTANT ANNOUNCEMENT for @ladygaga & @BradleyCooperPA fans.... ☺️ Get @jkjasonking and I on RIGHT NOW!!! @thisisheart #AStarIsBorn #jkandlucy pic.twitter.com/JZ4JnOpffx,1,9
diabeticcyborgg,A #Meme Is #Born: How #InternetJokes #Turned #AStarIsBorn Into a #Hit  https://www.theringer.com/movies/2018/10/10/17959158/a-star-is-born-memes-bradley-cooper-lady-gaga-oscars?utm_campaign=theringer&utm_content=entry&utm_medium=social&utm_source=twitter … via @ringer #Memes #BradleyCooper #LadyGaga #Oscars #Movies #News,1,0
halifaxbloggers,"Carsten reviews all four versions of #AStarIsBorn, and this latest might just be the best one. His review is on @FlawInTheIris:  https://halifaxbloggers.ca/flawintheiris/2018/10/a-star-is-born-2018-1976-1954-and-1937-review-coopers-sterling-cover-version-hits-emotional-highs/ … #film #nowplaying #LadyGaga #BradleyCooper @FlawInTheIris pic.twitter.com/U2O0SBbJq8",1,4
3rdrockhome,#LadyGaga shares the devastating story behind the final song in '#AStarisBorn'  http://dlvr.it/Qmw4kP  pic.twitter.com/r3EbUl22Zm,1,1
hausofjam,"If you’re causing the downfall of your lover’s dreams, will you stay or will you let go? #AStarisBorn",1,8
mgnwng_,"you guys, I watched #AStarIsBorn three days ago...  I’m still sad. 💔🤧",1,0
stuartsaysstop,day 2 of @washingtonpost having a transphobic featured comment "hand-selected" to appear on its #AStarIsBorn article @ladygaga  https://www.washingtonpost.com/business/2018/10/08/seven-pieces-conventional-wisdom-that-star-is-born-wisely-retrospect-defied/?outputType=comment&commentId=1a0629c1-f927-4210-b6f8-1a258966d089 … pic.twitter.com/nOqbIO5nsi,1,2
film5000project,"#AStarIsBorn ('18) ★★★ Forth version of venerable romantic show-biz melodrama wisely draws more from unloved Streisand version than from iconic, untouchable Judy Garland film. Cooper and Gaga fantastic together, backed up by great supporting cast and energetic musical numbers.  pic.twitter.com/UVnEgTbfcO",1,0
mielafetaw,"hi hire journalists of color twitter.  if you want to hire @raewithwords and i to write a duo review on #AStarIsBorn, we're available. b/c we've basically broke down the entire film scene by scene. and we're desperately seeking closure.",1,5
outnow_podcast,Our latest episode is here! We talked #Venom and #AStarIsBorn with guests @cinemaxwell and @LYTrulez. Good times and solid discussions were had. Enjoy - http://ow.ly/cyET30mb5aO ,1,0
offscreenbabble,"Obviously, this week our #WCW is #LadyGaga. Her performance in #AStarIsBorn was so good we think she will for sure get nominated for #BestActress at the #Oscars.  What did you think of Lady Gaga in A Star Is Born? Available wherever you listen to podcasts!  https://itunes.apple.com/us/podcast/ep-25-a-star-is-born/id1377926426?i=1000421323648&mt=2 … pic.twitter.com/Cv7yIAThn9",1,2
kimamins,Go watch #AStarIsBorn NOW,1,1
sarah_smith1524,Bradley Cooper is a phenomenal director wow #AStarIsBorn,1,3
thatmovieblows,Spoiler-Free review for #AStarIsBorn is up. Movie of the year people.   https://thatmovieblows.com/2018/10/09/a-star-is-born-and-i-just-love-it-so-much/ …,1,2
sethalphaeus,"No one can pull that thru like what bradley cooper did and that ending.... i was a wreck, all of Lady Gagas best live performance on one movie damn, she acted like she was professional. MUST give charlie the dog an award. The ending broke me, AMAZE BALLS 😭 #AStarIsBorn 🌟😭",1,2
clarkyfairy,I cant believe that I chose my studies over attending the premier of #AStarIsBorn in the Philippines...   Study study pero hagbong gihapon smh 😭,1,16
mikewachowiak,Shangela out there doing more press for #AStarIsBorn than Gaga,1,6
bluefrayy,“Music is essentially any note between twelve octaves. Twelve notes and the octave repeats. It’s the same story told over and over. All that the artist can offer the world is how they see those twelve notes.”  Favorite quote from #AStarIsBorn ⭐👏🎶🎬,1,4
jamesdillon95,#AStarIsBorn was beautiful. Honestly one of the best movies I’ve ever watched. The song is still stuck in my head,1,1
belmontfh,⭐️⭐️⭐️⭐️⭐️ “It’s so alive with raw heartache and intoxicating performances...” @TheScotsman  Safe to say #AStarIsBorn is one of the big hits of October at Aberdeen’s independent cinema - screening until Thu 18 October!   👉  http://bit.ly/AStarisBornBF  pic.twitter.com/u1XKV1MtMU,1,3
patrickbritbrit,give her a Grammy !!! she deserves it 🎤😍 #AStarIsBornSoundtrack @ladygaga #GRAMMYs #masterpiece #AStarIsBorn  pic.twitter.com/D2IAyLciyB,1,1
ahub31016,I am now a lady gaga fan..... and for bradley cooper.....i’ve always loved u 😂 #astarisborn,1,3
anthxny97,"Before you lose power, don’t forget to download the #AStarIsBorn soundtrack so you can stream no matter what!  pic.twitter.com/GNun9gJPb2",1,1
nutellacat,Check out my review of the #AStarIsBorn Soundtrack on @soundigest ! 🎶 https://soundigest.com/2018/10/10/a-star-is-born-soundtrack-review/ …,1,0
soundigest,The full soundtrack for #AStarIsBorn is officially out! Check out @nutellacat’s review here: https://buff.ly/2IKYDRG ,1,2
emmalouisec81,Lady Gaga - I'll Never Love Again (A Star Is Born)  https://youtu.be/fPgs3qq9CGs  via @YouTube @ladygaga  wow 💔💔😪😪 Beautiful #AStarIsBorn #Crying #emotional #Beautiful,1,0
goinmovies,Which film would you see/recommend this week? #Cinema #Film #Movies #Weekend #AStarIsBorn #FirstMan #BadTimesAtTheElRoyale #JohnnyEnglish #DateNight #NowWatching #UKcinemas #Cineworld #TheLightCinema #Odeon #October #Recommend #Poll,1,2
jessbuckby,#AStarIsBorn has totally just reaffirmed my total utter love and respect for @ladygaga 🙌 amazing movie!!!,1,4
ruthadavis,Watched #AStarIsBorn last night and it was phenomenal!! @ladygaga is hands down one of the best performers out there..got goosebumps watching! And #BradleyCooper's voice and directing were amazing! Must see movie of the year and definitely the movie to beat at the #Oscars 🏆,1,1
doctor_dolittle,#LadyGaga is mesmerising as singer-songwriter Ally in #AStarIsBorn and the performance #BradleyCooper turns in as her rock star beau isn't too shabby either. Great film with authentic music - you feel like you're right up there on stage with them.,1,1
plustardfd,"Flaming wonderful! Ahhh love a good cry 😭 The Lady and Mr Cooper have some big shoes to fill. Can’t wait to see their portrayal, but this has given me such fab 1976 memories 💕#AStarIsBorn  pic.twitter.com/d5wskj5Zca",1,3
hmiguelsv,Joanne being petty & jealous of a #AStarIsBorn  https://twitter.com/huntychan/status/1049751853477572610 …,1,0
juarez_elii,"Omw to work like ""I'm off the deep end, watch as I dive in!! "" #astarisborn  pic.twitter.com/hGXZQ47sw5",1,1
maksidi,"Last night I went to see #AStarIsBorn & loved every song from the film. @ladygaga is truly an amazing actress & working alongside #BradleyCooper (was amazing.  Shallow in particular, is a very touching, loving song that  I could listen to this over & over. https://www.youtube.com/watch?v=bo_efYhYU2A …",1,1
criticalpopcorn,"Join the discussion with @danbullock's review for #AStarIsBorn - A deeply impressive debut feature from Bradley Cooper in which he stars with Lady Gaga in the classic tale of fame & fortune from the top to the bottom, highly recommended:  https://criticalpopcorn.com/2018/10/09/a-star-is-born-review-dir-bradley-cooper-2018 … @AStarIsBorn_UK",1,2
novocinemas,"Sort out your weekend movie plans today! From #AStarIsBorn, #Supercon, #TheLastWitness and more, what's your pick? 🍿😮✨ #ShowingNext pic.twitter.com/3oNnSKpfGs",1,6
debivice,Music is essentially twelve notes...  A Star is Born with Lady Gaga & Bradley Cooper News  #AStarIsBorn #astarisborn #peace #love #music #rocknroll  https://www.facebook.com/rebelsatheartmusic/posts/1203304509808554 …,1,2
